iter	Logloss
119	0.4947698514
120	0.4945779935
121	0.4943048801
122	0.4939047006
123	0.4933150087
124	0.4929260127
125	0.492506812
126	0.4921494391
127	0.4914758701
128	0.4909020943
129	0.4904008093
130	0.4899741734
131	0.4893014512
132	0.4889895478
133	0.4886036639
134	0.4881849453
135	0.4878449251
136	0.4872505238
137	0.486697579
138	0.4862614338
139	0.485840339
140	0.4854715386
141	0.4850716367
142	0.484815773
143	0.4845798387
144	0.4842695874
145	0.4838477089
146	0.4833705265
147	0.48286596
148	0.4824199482
149	0.4818764333
150	0.4814864101
151	0.4806128908
152	0.4802919252
153	0.4797007321
154	0.4795353394
155	0.4791863748
156	0.4787168186
157	0.478198178
158	0.4776078563
159	0.4770399385
160	0.4767260965
161	0.4758462401
162	0.475414114
163	0.4748085441
164	0.4746534664
165	0.4741944812
166	0.4737757122
167	0.4736221781
168	0.4731523935
169	0.4728678166
170	0.472524873
171	0.4714726987
172	0.4712552208
173	0.4710115842
174	0.4708652769
175	0.4706780505
176	0.4702132344
177	0.4697287566
178	0.4694905747
179	0.4692763356
180	0.468441041
181	0.4680358944
182	0.4676121794
183	0.4672644811
184	0.4665259183
185	0.4663993559
186	0.4658922335
187	0.4654898929
188	0.4650060171
189	0.4647441599
190	0.4645216909
191	0.4640368091
192	0.4637199002
193	0.4631779374
194	0.462750866
195	0.4623219777
196	0.4619839353
197	0.4616370086
198	0.4614473533
199	0.4610143631
200	0.4607234341
201	0.4597449037
202	0.4594354979
203	0.4590971423
204	0.4587651947
205	0.4584781593
206	0.4582349592
207	0.4580238883
208	0.4577609921
209	0.4574490188
210	0.4571902621
211	0.4568482431
212	0.4565234349
213	0.4562701207
214	0.4558155708
215	0.4554848577
216	0.4546099815
217	0.4542678768
218	0.4539123531
219	0.4531446096
220	0.4529886726
221	0.4528596493
222	0.4524274855
223	0.4520135143
224	0.4517270166
225	0.4513021574
226	0.4510255943
227	0.4503967424
228	0.4501577086
229	0.4500250856
230	0.4498257818
231	0.4495015179
232	0.4493082952
233	0.4491629839
234	0.4487135758
235	0.4485726287
236	0.4482088475
237	0.4478324678
238	0.447595414
239	0.4473494729
240	0.4469309252
241	0.4466926633
242	0.4465010857
243	0.4461047809
244	0.4458439004
245	0.4456029183
246	0.4454404733
247	0.4452281795
248	0.4450212605
249	0.4446995209
250	0.444296609
251	0.4441570901
252	0.4438544233
253	0.4434407502
254	0.4429340978
255	0.4426610758
256	0.4423120513
257	0.4420626861
258	0.4418854946
259	0.4414868103
260	0.4410871729
261	0.4409613367
262	0.4408137253
263	0.4404979579
264	0.4402178904
265	0.4399101327
266	0.439657233
267	0.4394324213
268	0.4391545849
269	0.4389221251
270	0.4386804911
271	0.4385108708
272	0.4379678211
273	0.4376734145
274	0.4374490957
275	0.4372783309
276	0.4371114363
277	0.43669919
278	0.436429987
279	0.4362625303
280	0.4359740831
281	0.4357163424
282	0.4354147549
283	0.4350255224
284	0.4347144705
285	0.4346730307
286	0.434444811
287	0.4341210069
288	0.4339195546
289	0.4337110571
290	0.4335279355
291	0.4332321326
292	0.4329770768
293	0.4327731765
294	0.4325451988
295	0.4323542504
296	0.4321141707
297	0.4319910027
298	0.4317720765
299	0.4316084159
300	0.4314047268
301	0.4311661477
302	0.430923132
303	0.4306568619
304	0.4304240638
305	0.4300233315
306	0.4296246141
307	0.4292724921
308	0.4291000958
309	0.4288663696
310	0.4287324476
311	0.428608177
312	0.4282958047
313	0.4279808704
314	0.4277933766
315	0.4274310266
316	0.4272516247
317	0.4270093208
318	0.4267227173
319	0.4265403658
320	0.4264654829
321	0.4263976778
322	0.4262653339
323	0.4261150793
324	0.4259122866
325	0.4257009298
326	0.4255605732
327	0.4253769136
328	0.4252986383
329	0.4249358366
330	0.4248994535
331	0.4247814681
332	0.4245517452
333	0.4242040216
334	0.4240891786
335	0.423885239
336	0.4236342231
337	0.4235309523
338	0.4233172415
339	0.4230627438
340	0.4227303337
341	0.422492397
342	0.4222155418
343	0.4221159285
344	0.4219875008
345	0.4217669889
346	0.421424563
347	0.4211611813
348	0.4209135093
349	0.4207412901
350	0.4204030301
351	0.4201619675
352	0.4199957473
353	0.419874802
354	0.4196495317
355	0.4195170036
356	0.4192733849
357	0.4190604767
358	0.4187477332
359	0.4185991046
360	0.4183268807
361	0.41811888
362	0.4180040713
363	0.417744904
364	0.417462397
365	0.4171560993
366	0.4169711396
367	0.4167878039
368	0.4166723747
369	0.4164050972
370	0.4162372571
371	0.4159557607
372	0.4158141779
373	0.4154981945
374	0.4153339728
375	0.4151500625
376	0.4150228658
377	0.414877915
378	0.4147670048
379	0.4146594201
380	0.4145457309
381	0.4143609675
382	0.4140854137
383	0.4139861171
384	0.4137448147
385	0.4136605429
386	0.4134270687
387	0.4132857648
388	0.4130607919
389	0.4129277837
390	0.4128354543
391	0.4126669081
392	0.4125606867
393	0.4123881163
394	0.4120706775
395	0.4120250472
396	0.4119250592
397	0.4116879833
398	0.411465165
399	0.4112639485
400	0.4110433459
401	0.4108741859
402	0.4106368514
403	0.4103138519
404	0.4101250727
405	0.4099650836
406	0.4096214027
407	0.4093348582
408	0.4089976824
409	0.4089229296
410	0.4086618179
411	0.4085380399
412	0.4082694624
413	0.4080385626
414	0.4079053725
415	0.407641787
416	0.4073751254
417	0.4071122321
418	0.407037678
419	0.4067553076
420	0.4065443342
421	0.4064206701
422	0.4061666046
423	0.4059249588
424	0.4056172144
425	0.4054437624
426	0.4051348555
427	0.405001234
428	0.4049342389
429	0.4047553845
430	0.4046534351
431	0.4045015365
432	0.4042943981
433	0.4042628399
434	0.4040073058
435	0.4037975421
436	0.4035740256
437	0.4033010468
438	0.4031901836
439	0.4031196635
440	0.4029661771
441	0.4027938754
442	0.4026536761
443	0.4025865198
444	0.4022399929
445	0.4019403515
446	0.4017185976
447	0.4014854805
448	0.4012370458
449	0.4010535598
450	0.4007836215
451	0.4006466211
452	0.400437152
453	0.4003042658
454	0.400256078
455	0.4000192439
456	0.3998900652
457	0.3996723562
458	0.399538499
459	0.3993528668
460	0.3992533956
461	0.3990097532
462	0.3987709175
463	0.3987175085
464	0.3985018233
465	0.3983256737
466	0.3981813583
467	0.3981081798
468	0.3980035391
469	0.3979000783
470	0.397735748
471	0.3975737198
472	0.3973705867
473	0.3972322811
474	0.3971200663
475	0.3968649698
476	0.3966989038
477	0.3965625154
478	0.3963429297
479	0.3962326341
480	0.3961176779
481	0.3958531086
482	0.3955094709
483	0.3953517445
484	0.3951679621
485	0.3950229699
486	0.3949590755
487	0.3947278328
488	0.3945241005
489	0.394392077
490	0.3940554502
491	0.3939627198
492	0.3937454684
493	0.3935980113
494	0.3934753285
495	0.393298816
496	0.3932034491
497	0.3931058649
498	0.3929663708
499	0.3928721006
500	0.3927387941
501	0.392549376
502	0.392440683
503	0.3922334215
504	0.3920332635
505	0.3917894601
506	0.3916661016
507	0.3915917429
508	0.3914394484
509	0.3913851545
510	0.3912053424
511	0.3911597407
512	0.3908907234
513	0.3907335284
514	0.3905827959
515	0.3905082326
516	0.3903384389
517	0.3900632819
518	0.389864499
519	0.3897593733
520	0.3896320063
521	0.3895487191
522	0.389482572
523	0.3892795074
524	0.389109654
525	0.3890126431
526	0.3888785645
527	0.3887072302
528	0.3886723671
529	0.388570346
530	0.3883971175
531	0.3883146743
532	0.3882395817
533	0.3880318927
534	0.3878005672
535	0.3875165846
536	0.3873805154
537	0.387213756
538	0.3871295387
539	0.3870883873
540	0.3869721121
541	0.3868286253
542	0.3866648168
543	0.3864676624
544	0.3863217945
545	0.386192661
546	0.3860351758
547	0.3859741921
548	0.3857727867
549	0.3856177757
550	0.3853987864
551	0.385169304
552	0.3850320788
553	0.3849105738
554	0.384707154
555	0.3845062372
556	0.384230283
557	0.3840784771
558	0.3839226557
559	0.3838283148
560	0.3837789113
561	0.3835685136
562	0.383458193
563	0.3832650205
564	0.3829280036
565	0.3826976373
566	0.3825614124
567	0.3825216054
568	0.3823424183
569	0.3822774205
570	0.3820993994
571	0.3820503907
572	0.3818281072
573	0.3817502834
574	0.3816470634
575	0.3814138587
576	0.3812982787
577	0.3811814694
578	0.3811261526
579	0.3810168529
580	0.3808526292
581	0.3807612765
582	0.3805276126
583	0.3803567171
584	0.3803274626
585	0.3802947774
586	0.3801182016
587	0.3799740486
588	0.3798611003
589	0.379738265
590	0.3794838696
591	0.37913068
592	0.3790687267
593	0.3788788828
594	0.3787282528
595	0.3786307068
596	0.3784891409
597	0.3783796319
598	0.3782341405
599	0.378190988
600	0.3780503001
601	0.3779051381
602	0.3776042236
603	0.377595637
604	0.377376605
605	0.3771758911
606	0.3771323374
607	0.3770515208
608	0.3769802692
609	0.3767517711
610	0.3766458979
611	0.3765042563
612	0.3761964491
613	0.3760757232
614	0.3758883307
615	0.3757974817
616	0.3757053122
617	0.3753761388
618	0.3751377247
619	0.3750099067
620	0.3749104509
621	0.3748161708
622	0.3747101277
623	0.3746010204
624	0.3743686075
625	0.3742721783
626	0.3740617985
627	0.3737420888
628	0.3736798157
629	0.3733988097
630	0.3732182312
631	0.3730667322
632	0.3729082044
633	0.3728428257
634	0.3727081741
635	0.3726499915
636	0.3724614324
637	0.3722561761
638	0.3721039699
639	0.372041561
640	0.3718447002
641	0.371550439
642	0.3714683915
643	0.3713106575
644	0.3712965987
645	0.3712121274
646	0.3710287635
647	0.370793357
648	0.370620711
649	0.3704354549
650	0.3703435181
651	0.3701977377
652	0.3699397265
653	0.3698085038
654	0.3697067967
655	0.3694743106
656	0.3692186595
657	0.3690781084
658	0.3689986398
659	0.3687581449
660	0.3684923709
661	0.3684336658
662	0.3682613295
663	0.3680561199
664	0.367888219
665	0.3677699458
666	0.3675860277
667	0.3673543856
668	0.36709201
669	0.3668458512
670	0.3667807439
671	0.3667212658
672	0.3665699397
673	0.3663304592
674	0.3661368307
675	0.3661238965
676	0.3658259695
677	0.3657512425
678	0.3657225926
679	0.3656132266
680	0.3654924078
681	0.3653012973
682	0.36509044
683	0.3649554967
684	0.3648165682
685	0.3646037085
686	0.3644468035
687	0.3642891241
688	0.3642114089
689	0.3640172365
690	0.363810054
691	0.3636719069
692	0.3635439741
693	0.363397458
694	0.3633578503
695	0.3632636425
696	0.3632483349
697	0.363152912
698	0.3627622891
699	0.3625602701
700	0.3625352245
701	0.3623585213
702	0.3621713474
703	0.3620384633
704	0.3618987625
705	0.3618059132
706	0.3616882719
707	0.3615722806
708	0.361492681
709	0.3614375903
710	0.3613652527
711	0.3611032136
712	0.3610258442
713	0.3609673317
714	0.3608662659
715	0.3607554356
716	0.3605226028
717	0.3604482039
718	0.3604147726
719	0.3602289139
720	0.3601377729
721	0.3600045242
722	0.3598881016
723	0.3598703417
724	0.3596321442
725	0.3594150699
726	0.3593005324
727	0.3592760755
728	0.3592348578
729	0.3590763723
730	0.3589446969
731	0.3587352696
732	0.3585509668
733	0.3584303707
734	0.3583634064
735	0.3582053868
736	0.3580918329
737	0.3580069218
738	0.3578691653
739	0.3577243852
740	0.3574853627
741	0.3573798742
742	0.3572511861
743	0.3571952448
744	0.3571628818
745	0.3569733162
746	0.3569607018
747	0.3568338991
748	0.3567690276
749	0.3566767255
750	0.3564799937
751	0.3563824992
752	0.3563080464
753	0.356167201
754	0.3560946401
755	0.3559623944
756	0.355747432
757	0.3556169166
758	0.3554264285
759	0.3552895053
760	0.3552427589
761	0.3551314923
762	0.3550170553
763	0.3549698179
764	0.3548678808
765	0.3548431524
766	0.3547138917
767	0.3546083307
768	0.3545463634
769	0.3544640226
770	0.3544185826
771	0.3543278822
772	0.3541560191
773	0.3539989674
774	0.353982092
775	0.3539244912
776	0.3536650862
777	0.3535644053
778	0.3533224467
779	0.3532146921
780	0.3530845108
781	0.3529865216
782	0.352913125
783	0.352807018
784	0.352610622
785	0.352436178
786	0.3523851906
787	0.3522891806
788	0.3522622422
789	0.352144897
790	0.3519841215
791	0.3517183751
792	0.3516436154
793	0.3516047885
794	0.3513661596
795	0.3512626847
796	0.3511672295
797	0.3510583311
798	0.3510054833
799	0.3509320235
800	0.3508584712
801	0.3506859312
802	0.3505630085
803	0.3505203337
804	0.3504460764
805	0.3502271401
806	0.3501221738
807	0.350016982
808	0.3499898436
809	0.3498591418
810	0.349691247
811	0.3495676141
812	0.349381355
813	0.3492745031
814	0.3490909613
815	0.3489055083
816	0.3487514391
817	0.3486057772
818	0.348446549
819	0.3483759561
820	0.348339169
821	0.3480709652
822	0.3480181435
823	0.3479931695
824	0.3479671191
825	0.3479005921
826	0.347703787
827	0.3475639657
828	0.3474766162
829	0.3474200019
830	0.347381891
831	0.3473201512
832	0.347212731
833	0.3471304145
834	0.3470772709
835	0.3468326914
836	0.3468101229
837	0.3466494968
838	0.3464722237
839	0.3463347963
840	0.3462178881
841	0.3461394124
842	0.3461024921
843	0.3460362828
844	0.3459804065
845	0.3458458083
846	0.3456251672
847	0.3455526874
848	0.345542181
849	0.3454133271
850	0.3453115791
851	0.3451974114
852	0.3451151251
853	0.3450364159
854	0.3449161107
855	0.34489407
856	0.3448704028
857	0.3448044192
858	0.3446522821
859	0.3444416049
860	0.3443750949
861	0.344283387
862	0.3442070018
863	0.3441000538
864	0.3438950216
865	0.3438366185
866	0.3437125728
867	0.3436297873
868	0.3435295957
869	0.3434452957
870	0.3433550157
871	0.343227615
872	0.3430740093
873	0.3429837701
874	0.342914468
875	0.3427872293
876	0.3426275001
877	0.3424882582
878	0.3424031577
879	0.3422437148
880	0.3421200458
881	0.3420154225
882	0.3419285542
883	0.3416692294
884	0.3414923488
885	0.3413617271
886	0.3413046977
887	0.3411726784
888	0.3410706619
889	0.3410364705
890	0.3409562849
891	0.3407903702
892	0.3406609742
893	0.3405290626
894	0.3404564256
895	0.3403783623
896	0.3402432133
897	0.3401581129
898	0.3399896049
899	0.3399680246
900	0.3398025552
901	0.33972314
902	0.3395673331
903	0.339470307
904	0.3393877787
905	0.3392509866
906	0.3391542665
907	0.3390771953
908	0.338995898
909	0.3389546719
910	0.3388640485
911	0.3387278155
912	0.3386884823
913	0.338630086
914	0.3384862616
915	0.3384378923
916	0.3383488264
917	0.3381515493
918	0.3379813887
919	0.3377530741
920	0.3376753516
921	0.3376259767
922	0.3375872907
923	0.3375363862
924	0.3374088106
925	0.33726694
926	0.3371969064
927	0.3371237745
928	0.3369848825
929	0.3369260736
930	0.3367699645
931	0.3366758334
932	0.3365388906
933	0.3363347998
934	0.3362025126
935	0.3361316557
936	0.3360121474
937	0.3359626633
938	0.3358522975
939	0.3356598923
940	0.3355157977
941	0.3354716196
942	0.3352899619
943	0.3351584495
944	0.3350690187
945	0.3350054772
946	0.3347625939
947	0.3346055205
948	0.3344662363
949	0.3344257714
950	0.3343365617
951	0.334303102
952	0.334197246
953	0.334133524
954	0.3341280717
955	0.3340927506
956	0.3340692601
957	0.334018969
958	0.3339615061
959	0.3338558712
960	0.3337474669
961	0.3336279912
962	0.3334059797
963	0.333175707
964	0.3330218579
965	0.3328073278
966	0.3327610846
967	0.3326667961
968	0.3326344717
969	0.3325182753
970	0.3324835064
971	0.3323349526
972	0.3322056772
973	0.3321657745
974	0.3319780915
975	0.3319268753
976	0.3317090995
977	0.3316640189
978	0.3315134085
979	0.33126318
980	0.3311145655
981	0.331041238
982	0.3307551795
983	0.3306057664
984	0.3304168505
985	0.3303275017
986	0.3302233838
987	0.33017248
988	0.3301219871
989	0.3299656198
990	0.3299055393
991	0.3298435655
992	0.3296809
993	0.3296216332
994	0.3294444819
995	0.3292146732
996	0.3291171014
997	0.3289310748
998	0.3288984485
999	0.3288052763
